"Time Period","Observation Value","Disaggregation classification","Reference Area Code (M49)","Time Detail","Nature of Data","Unit of Measurement","Reporting Type","Source","Reference Area Type","Reference Area Name"
1998,871.423156361903,"Uncertainty bounds: upper bound",432,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.3-Other groupings","Landlocked developing countries (LLDCs)"
1999,737.272590580518,"Uncertainty bounds: lower bound",432,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.3-Other groupings","Landlocked developing countries (LLDCs)"
1999,801.299681540167,"Uncertainty bounds: mid-point",432,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.3-Other groupings","Landlocked developing countries (LLDCs)"
1999,872.569842030397,"Uncertainty bounds: upper bound",432,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.3-Other groupings","Landlocked developing countries (LLDCs)"
2000,731.884148053713,"Uncertainty bounds: lower bound",432,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.3-Other groupings","Landlocked developing countries (LLDCs)"
2000,794.034230287021,"Uncertainty bounds: mid-point",432,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.3-Other groupings","Landlocked developing countries (LLDCs)"
2000,861.560376976525,"Uncertainty bounds: upper bound",432,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.3-Other groupings","Landlocked developing countries (LLDCs)"
2001,713.948752183433,"Uncertainty bounds: lower bound",432,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.3-Other groupings","Landlocked developing countries (LLDCs)"
2001,771.013516917509,"Uncertainty bounds: mid-point",432,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.3-Other groupings","Landlocked developing countries (LLDCs)"
2001,833.290550687418,"Uncertainty bounds: upper bound",432,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.3-Other groupings","Landlocked developing countries (LLDCs)"
2002,700.552318505545,"Uncertainty bounds: lower bound",432,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.3-Other groupings","Landlocked developing countries (LLDCs)"
2002,754.715826372757,"Uncertainty bounds: mid-point",432,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.3-Other groupings","Landlocked developing countries (LLDCs)"
2002,813.843257718203,"Uncertainty bounds: upper bound",432,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.3-Other groupings","Landlocked developing countries (LLDCs)"
2003,682.297939624488,"Uncertainty bounds: lower bound",432,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.3-Other groupings","Landlocked developing countries (LLDCs)"
2003,733.988678286078,"Uncertainty bounds: mid-point",432,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.3-Other groupings","Landlocked developing countries (LLDCs)"
2003,790.112336683742,"Uncertainty bounds: upper bound",432,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.3-Other groupings","Landlocked developing countries (LLDCs)"
2004,657.302720597529,"Uncertainty bounds: lower bound",432,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.3-Other groupings","Landlocked developing countries (LLDCs)"
2004,706.332130351117,"Uncertainty bounds: mid-point",432,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.3-Other groupings","Landlocked developing countries (LLDCs)"
2004,759.024067629821,"Uncertainty bounds: upper bound",432,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.3-Other groupings","Landlocked developing countries (LLDCs)"
2005,626.373131098421,"Uncertainty bounds: lower bound",432,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.3-Other groupings","Landlocked developing countries (LLDCs)"
2005,672.896550800757,"Uncertainty bounds: mid-point",432,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.3-Other groupings","Landlocked developing countries (LLDCs)"
2005,722.532611621803,"Uncertainty bounds: upper bound",432,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.3-Other groupings","Landlocked developing countries (LLDCs)"
2006,598.173897217848,"Uncertainty bounds: lower bound",432,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.3-Other groupings","Landlocked developing countries (LLDCs)"
2006,641.686613642935,"Uncertainty bounds: mid-point",432,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.3-Other groupings","Landlocked developing countries (LLDCs)"
2006,689.2798240224,"Uncertainty bounds: upper bound",432,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.3-Other groupings","Landlocked developing countries (LLDCs)"
2007,568.743388027458,"Uncertainty bounds: lower bound",432,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.3-Other groupings","Landlocked developing countries (LLDCs)"
2007,610.924284092203,"Uncertainty bounds: mid-point",432,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.3-Other groupings","Landlocked developing countries (LLDCs)"
2007,656.614785691155,"Uncertainty bounds: upper bound",432,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.3-Other groupings","Landlocked developing countries (LLDCs)"
2008,543.35330992335,"Uncertainty bounds: lower bound",432,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.3-Other groupings","Landlocked developing countries (LLDCs)"
2008,584.416979989933,"Uncertainty bounds: mid-point",432,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.3-Other groupings","Landlocked developing countries (LLDCs)"
2008,629.511129219196,"Uncertainty bounds: upper bound",432,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.3-Other groupings","Landlocked developing countries (LLDCs)"
2009,518.294504875596,"Uncertainty bounds: lower bound",432,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.3-Other groupings","Landlocked developing countries (LLDCs)"
2009,559.19463857512,"Uncertainty bounds: mid-point",432,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.3-Other groupings","Landlocked developing countries (LLDCs)"
2009,603.658589946795,"Uncertainty bounds: upper bound",432,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.3-Other groupings","Landlocked developing countries (LLDCs)"
2010,493.328941460504,"Uncertainty bounds: lower bound",432,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.3-Other groupings","Landlocked developing countries (LLDCs)"
2010,534.548531466781,"Uncertainty bounds: mid-point",432,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.3-Other groupings","Landlocked developing countries (LLDCs)"
2010,578.865316887153,"Uncertainty bounds: upper bound",432,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.3-Other groupings","Landlocked developing countries (LLDCs)"
2011,470.950630507382,"Uncertainty bounds: lower bound",432,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.3-Other groupings","Landlocked developing countries (LLDCs)"
2011,512.3558181751,"Uncertainty bounds: mid-point",432,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.3-Other groupings","Landlocked developing countries (LLDCs)"
2011,557.582576620034,"Uncertainty bounds: upper bound",432,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.3-Other groupings","Landlocked developing countries (LLDCs)"
2012,451.894646275978,"Uncertainty bounds: lower bound",432,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.3-Other groupings","Landlocked developing countries (LLDCs)"
2012,493.445863799078,"Uncertainty bounds: mid-point",432,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.3-Other groupings","Landlocked developing countries (LLDCs)"
2012,539.742970526705,"Uncertainty bounds: upper bound",432,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.3-Other groupings","Landlocked developing countries (LLDCs)"
2013,436.695266266793,"Uncertainty bounds: lower bound",432,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.3-Other groupings","Landlocked developing countries (LLDCs)"
2013,479.227856754257,"Uncertainty bounds: mid-point",432,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.3-Other groupings","Landlocked developing countries (LLDCs)"
2013,527.041338374937,"Uncertainty bounds: upper bound",432,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.3-Other groupings","Landlocked developing countries (LLDCs)"
2014,423.715232038077,"Uncertainty bounds: lower bound",432,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.3-Other groupings","Landlocked developing countries (LLDCs)"
2014,466.664850584638,"Uncertainty bounds: mid-point",432,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.3-Other groupings","Landlocked developing countries (LLDCs)"
2014,516.996117244626,"Uncertainty bounds: upper bound",432,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.3-Other groupings","Landlocked developing countries (LLDCs)"
2015,404.73291846459,"Uncertainty bounds: lower bound",432,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.3-Other groupings","Landlocked developing countries (LLDCs)"
2015,449.066605620636,"Uncertainty bounds: mid-point",432,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.3-Other groupings","Landlocked developing countries (LLDCs)"
2015,502.062460216609,"Uncertainty bounds: upper bound",432,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.3-Other groupings","Landlocked developing countries (LLDCs)"
2016,389.981520546074,"Uncertainty bounds: lower bound",432,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.3-Other groupings","Landlocked developing countries (LLDCs)"
2016,435.895960039395,"Uncertainty bounds: mid-point",432,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.3-Other groupings","Landlocked developing countries (LLDCs)"
2016,492.246703291479,"Uncertainty bounds: upper bound",432,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.3-Other groupings","Landlocked developing countries (LLDCs)"
2017,377.544156303333,"Uncertainty bounds: lower bound",432,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.3-Other groupings","Landlocked developing countries (LLDCs)"
2017,424.802733123516,"Uncertainty bounds: mid-point",432,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.3-Other groupings","Landlocked developing countries (LLDCs)"
2017,483.579349777587,"Uncertainty bounds: upper bound",432,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.3-Other groupings","Landlocked developing countries (LLDCs)"
1985,130.191650427537,"Uncertainty bounds: lower bound",485,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.5-Regional (MDG)","Western Asia (MDG)"
1985,159.60153670449,"Uncertainty bounds: mid-point",485,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.5-Regional (MDG)","Western Asia (MDG)"
1985,201.00307119321,"Uncertainty bounds: upper bound",485,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.5-Regional (MDG)","Western Asia (MDG)"
1986,125.916315602311,"Uncertainty bounds: lower bound",485,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.5-Regional (MDG)","Western Asia (MDG)"
1986,153.105914447425,"Uncertainty bounds: mid-point",485,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.5-Regional (MDG)","Western Asia (MDG)"
1986,191.128513827282,"Uncertainty bounds: upper bound",485,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.5-Regional (MDG)","Western Asia (MDG)"
1987,122.099204100728,"Uncertainty bounds: lower bound",485,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.5-Regional (MDG)","Western Asia (MDG)"
1987,147.479334034523,"Uncertainty bounds: mid-point",485,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.5-Regional (MDG)","Western Asia (MDG)"
1987,182.5143768248,"Uncertainty bounds: upper bound",485,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.5-Regional (MDG)","Western Asia (MDG)"
1988,117.574740615746,"Uncertainty bounds: lower bound",485,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.5-Regional (MDG)","Western Asia (MDG)"
1988,141.102942792015,"Uncertainty bounds: mid-point",485,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.5-Regional (MDG)","Western Asia (MDG)"
1988,173.462624776192,"Uncertainty bounds: upper bound",485,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.5-Regional (MDG)","Western Asia (MDG)"
1989,114.358139114922,"Uncertainty bounds: lower bound",485,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.5-Regional (MDG)","Western Asia (MDG)"
1989,136.298071448643,"Uncertainty bounds: mid-point",485,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.5-Regional (MDG)","Western Asia (MDG)"
1989,165.698874387201,"Uncertainty bounds: upper bound",485,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.5-Regional (MDG)","Western Asia (MDG)"
1990,111.312144345082,"Uncertainty bounds: lower bound",485,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.5-Regional (MDG)","Western Asia (MDG)"
1990,131.990301552822,"Uncertainty bounds: mid-point",485,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.5-Regional (MDG)","Western Asia (MDG)"
1990,159.629434258576,"Uncertainty bounds: upper bound",485,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.5-Regional (MDG)","Western Asia (MDG)"
1991,110.793939053258,"Uncertainty bounds: lower bound",485,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.5-Regional (MDG)","Western Asia (MDG)"
1991,132.678781993854,"Uncertainty bounds: mid-point",485,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.5-Regional (MDG)","Western Asia (MDG)"
1991,161.221948024135,"Uncertainty bounds: upper bound",485,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.5-Regional (MDG)","Western Asia (MDG)"
1992,105.331843526938,"Uncertainty bounds: lower bound",485,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.5-Regional (MDG)","Western Asia (MDG)"
1992,123.945771610616,"Uncertainty bounds: mid-point",485,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.5-Regional (MDG)","Western Asia (MDG)"
1992,148.622119102159,"Uncertainty bounds: upper bound",485,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.5-Regional (MDG)","Western Asia (MDG)"
1993,100.658681262354,"Uncertainty bounds: lower bound",485,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.5-Regional (MDG)","Western Asia (MDG)"
1993,118.03254936365,"Uncertainty bounds: mid-point",485,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.5-Regional (MDG)","Western Asia (MDG)"
1993,141.130508986412,"Uncertainty bounds: upper bound",485,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.5-Regional (MDG)","Western Asia (MDG)"
1994,98.5961866646542,"Uncertainty bounds: lower bound",485,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.5-Regional (MDG)","Western Asia (MDG)"
1994,115.518821197416,"Uncertainty bounds: mid-point",485,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.5-Regional (MDG)","Western Asia (MDG)"
1994,137.368813610186,"Uncertainty bounds: upper bound",485,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.5-Regional (MDG)","Western Asia (MDG)"
1995,95.6017576657328,"Uncertainty bounds: lower bound",485,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.5-Regional (MDG)","Western Asia (MDG)"
1995,111.633204308228,"Uncertainty bounds: mid-point",485,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.5-Regional (MDG)","Western Asia (MDG)"
1995,132.582302045302,"Uncertainty bounds: upper bound",485,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.5-Regional (MDG)","Western Asia (MDG)"
1996,88.9213963098107,"Uncertainty bounds: lower bound",485,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.5-Regional (MDG)","Western Asia (MDG)"
1996,103.465363079031,"Uncertainty bounds: mid-point",485,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.5-Regional (MDG)","Western Asia (MDG)"
1996,121.890993474015,"Uncertainty bounds: upper bound",485,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.5-Regional (MDG)","Western Asia (MDG)"
1997,84.5789520302478,"Uncertainty bounds: lower bound",485,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.5-Regional (MDG)","Western Asia (MDG)"
1997,98.0816078626001,"Uncertainty bounds: mid-point",485,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.5-Regional (MDG)","Western Asia (MDG)"
1997,115.287736132864,"Uncertainty bounds: upper bound",485,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.5-Regional (MDG)","Western Asia (MDG)"
1998,81.8335687148662,"Uncertainty bounds: lower bound",485,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.5-Regional (MDG)","Western Asia (MDG)"
1998,94.8538009463109,"Uncertainty bounds: mid-point",485,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.5-Regional (MDG)","Western Asia (MDG)"
1998,111.219989148987,"Uncertainty bounds: upper bound",485,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.5-Regional (MDG)","Western Asia (MDG)"
1999,79.061271874116,"Uncertainty bounds: lower bound",485,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.5-Regional (MDG)","Western Asia (MDG)"
1999,91.9358843624981,"Uncertainty bounds: mid-point",485,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.5-Regional (MDG)","Western Asia (MDG)"
1999,107.687781785575,"Uncertainty bounds: upper bound",485,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.5-Regional (MDG)","Western Asia (MDG)"
2000,74.803068000628,"Uncertainty bounds: lower bound",485,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.5-Regional (MDG)","Western Asia (MDG)"
2000,86.3548114038528,"Uncertainty bounds: mid-point",485,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.5-Regional (MDG)","Western Asia (MDG)"
2000,100.029334607679,"Uncertainty bounds: upper bound",485,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.5-Regional (MDG)","Western Asia (MDG)"
2001,72.4029974291223,"Uncertainty bounds: lower bound",485,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.5-Regional (MDG)","Western Asia (MDG)"
2001,83.3827359111579,"Uncertainty bounds: mid-point",485,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.5-Regional (MDG)","Western Asia (MDG)"
2001,96.3399397809683,"Uncertainty bounds: upper bound",485,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.5-Regional (MDG)","Western Asia (MDG)"
2002,70.0740358221809,"Uncertainty bounds: lower bound",485,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.5-Regional (MDG)","Western Asia (MDG)"
2002,80.4695867341825,"Uncertainty bounds: mid-point",485,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.5-Regional (MDG)","Western Asia (MDG)"
2002,92.8625178343117,"Uncertainty bounds: upper bound",485,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.5-Regional (MDG)","Western Asia (MDG)"
2003,78.7025046444044,"Uncertainty bounds: lower bound",485,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.5-Regional (MDG)","Western Asia (MDG)"
2003,90.0067855061131,"Uncertainty bounds: mid-point",485,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.5-Regional (MDG)","Western Asia (MDG)"
2003,103.764521198262,"Uncertainty bounds: upper bound",485,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.5-Regional (MDG)","Western Asia (MDG)"
2004,74.1964288747566,"Uncertainty bounds: lower bound",485,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.5-Regional (MDG)","Western Asia (MDG)"
2004,84.6816032758766,"Uncertainty bounds: mid-point",485,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.5-Regional (MDG)","Western Asia (MDG)"
2004,97.8764011019625,"Uncertainty bounds: upper bound",485,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.5-Regional (MDG)","Western Asia (MDG)"
2005,72.5281842084808,"Uncertainty bounds: lower bound",485,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.5-Regional (MDG)","Western Asia (MDG)"
2005,82.9594950267858,"Uncertainty bounds: mid-point",485,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.5-Regional (MDG)","Western Asia (MDG)"
2005,96.047853543343,"Uncertainty bounds: upper bound",485,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.5-Regional (MDG)","Western Asia (MDG)"
2006,75.1153161372466,"Uncertainty bounds: lower bound",485,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.5-Regional (MDG)","Western Asia (MDG)"
2006,86.5237334792427,"Uncertainty bounds: mid-point",485,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.5-Regional (MDG)","Western Asia (MDG)"
2006,99.9841567220686,"Uncertainty bounds: upper bound",485,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.5-Regional (MDG)","Western Asia (MDG)"
2007,69.664373726248,"Uncertainty bounds: lower bound",485,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.5-Regional (MDG)","Western Asia (MDG)"
2007,80.4333048309648,"Uncertainty bounds: mid-point",485,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.5-Regional (MDG)","Western Asia (MDG)"
2007,92.9264151257578,"Uncertainty bounds: upper bound",485,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.5-Regional (MDG)","Western Asia (MDG)"
2008,59.4261690657711,"Uncertainty bounds: lower bound",485,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.5-Regional (MDG)","Western Asia (MDG)"
2008,68.7982516250765,"Uncertainty bounds: mid-point",485,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.5-Regional (MDG)","Western Asia (MDG)"
2008,79.8894401199602,"Uncertainty bounds: upper bound",485,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.5-Regional (MDG)","Western Asia (MDG)"
2009,55.245169191566,"Uncertainty bounds: lower bound",485,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.5-Regional (MDG)","Western Asia (MDG)"
2009,64.1776222130692,"Uncertainty bounds: mid-point",485,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.5-Regional (MDG)","Western Asia (MDG)"
2009,74.8681148665985,"Uncertainty bounds: upper bound",485,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.5-Regional (MDG)","Western Asia (MDG)"
2010,52.860950980131,"Uncertainty bounds: lower bound",485,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.5-Regional (MDG)","Western Asia (MDG)"
2010,61.796085419305,"Uncertainty bounds: mid-point",485,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.5-Regional (MDG)","Western Asia (MDG)"
2010,72.5610586931552,"Uncertainty bounds: upper bound",485,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.5-Regional (MDG)","Western Asia (MDG)"
2011,51.3078036354381,"Uncertainty bounds: lower bound",485,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.5-Regional (MDG)","Western Asia (MDG)"
2011,60.5117371208004,"Uncertainty bounds: mid-point",485,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.5-Regional (MDG)","Western Asia (MDG)"
2011,71.47077546876,"Uncertainty bounds: upper bound",485,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.5-Regional (MDG)","Western Asia (MDG)"
2012,49.9876384959247,"Uncertainty bounds: lower bound",485,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.5-Regional (MDG)","Western Asia (MDG)"
2012,59.5906350820983,"Uncertainty bounds: mid-point",485,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.5-Regional (MDG)","Western Asia (MDG)"
2012,70.802491470189,"Uncertainty bounds: upper bound",485,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.5-Regional (MDG)","Western Asia (MDG)"
2013,49.9314315314415,"Uncertainty bounds: lower bound",485,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.5-Regional (MDG)","Western Asia (MDG)"
2013,60.0157584219388,"Uncertainty bounds: mid-point",485,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.5-Regional (MDG)","Western Asia (MDG)"
2013,71.5425435562693,"Uncertainty bounds: upper bound",485,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.5-Regional (MDG)","Western Asia (MDG)"
2014,52.6305569169455,"Uncertainty bounds: lower bound",485,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.5-Regional (MDG)","Western Asia (MDG)"
2014,63.8611612485154,"Uncertainty bounds: mid-point",485,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.5-Regional (MDG)","Western Asia (MDG)"
2014,76.5400149795219,"Uncertainty bounds: upper bound",485,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.5-Regional (MDG)","Western Asia (MDG)"
2015,48.2277149441817,"Uncertainty bounds: lower bound",485,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.5-Regional (MDG)","Western Asia (MDG)"
2015,61.1387111901215,"Uncertainty bounds: mid-point",485,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.5-Regional (MDG)","Western Asia (MDG)"
2015,77.8054635447512,"Uncertainty bounds: upper bound",485,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.5-Regional (MDG)","Western Asia (MDG)"
2016,46.9985927912663,"Uncertainty bounds: lower bound",485,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.5-Regional (MDG)","Western Asia (MDG)"
2016,59.263029520089,"Uncertainty bounds: mid-point",485,"Calendar year","E","Maternal Mortality per 100,000 live births","G","UNMMEIG","2.5-Regional (MDG)","Western Asia (MDG)"
