"year_start","year_end","iso_alpha_3_code","env_mat","env_pregrelated","env_total","final_pm","mmr","definition","live_births","include","include_reason","citation_short","refID","mdeathspluslate","ramos? (yes=1)","citation_long","comments","env_total_lifetables","live_births_lifetables","year_mid","type","obs_selogpm"
2003,2004,"COK",0,NA,4,0,NA,"maternal",NA,TRUE,NA,"Country Consultation [Cook Islands]",NA,NA,NA,"Data provided during Country Consultation, Cook Islands, 2024",NA,5,309,2003.5,"misc",NA
2004,2005,"COK",0,NA,3,0,NA,"maternal",NA,TRUE,NA,"Country Consultation [Cook Islands]",NA,NA,NA,"Data provided during Country Consultation, Cook Islands, 2024",NA,4,305,2004.5,"misc",NA
2005,2006,"COK",0,NA,5,0,NA,"maternal",NA,TRUE,NA,"Country Consultation [Cook Islands]",NA,NA,NA,"Data provided during Country Consultation, Cook Islands, 2024",NA,4,304,2005.5,"misc",NA
2006,2007,"COK",0,NA,5,0,NA,"maternal",NA,TRUE,NA,"Country Consultation [Cook Islands]",NA,NA,NA,"Data provided during Country Consultation, Cook Islands, 2024",NA,5,303,2006.5,"misc",NA
2007,2008,"COK",0,NA,4,0,NA,"maternal",NA,TRUE,NA,"Country Consultation [Cook Islands]",NA,NA,NA,"Data provided during Country Consultation, Cook Islands, 2024",NA,5,292,2007.5,"misc",NA
2008,2009,"COK",0,NA,7,0,NA,"maternal",NA,TRUE,NA,"Country Consultation [Cook Islands]",NA,NA,NA,"Data provided during Country Consultation, Cook Islands, 2024",NA,5,294,2008.5,"misc",NA
2009,2010,"COK",0,NA,6,0,NA,"maternal",NA,TRUE,NA,"Country Consultation [Cook Islands]",NA,NA,NA,"Data provided during Country Consultation, Cook Islands, 2024",NA,5,298,2009.5,"misc",NA
2010,2011,"COK",0,NA,4,0,NA,"maternal",NA,TRUE,NA,"Country Consultation [Cook Islands]",NA,NA,NA,"Data provided during Country Consultation, Cook Islands, 2024",NA,4,302,2010.5,"misc",NA
2011,2012,"COK",0,NA,4,0,NA,"maternal",NA,TRUE,NA,"Country Consultation [Cook Islands]",NA,NA,NA,"Data provided during Country Consultation, Cook Islands, 2024",NA,4,305,2011.5,"misc",NA
2012,2013,"COK",0,NA,9,0,NA,"maternal",NA,TRUE,NA,"Country Consultation [Cook Islands]",NA,NA,NA,"Data provided during Country Consultation, Cook Islands, 2024",NA,4,307,2012.5,"misc",NA
2013,2014,"COK",0,NA,4,0,NA,"maternal",NA,TRUE,NA,"Country Consultation [Cook Islands]",NA,NA,NA,"Data provided during Country Consultation, Cook Islands, 2024",NA,4,297,2013.5,"misc",NA
2014,2015,"COK",0,NA,4,0,NA,"maternal",NA,TRUE,NA,"Country Consultation [Cook Islands]",NA,NA,NA,"Data provided during Country Consultation, Cook Islands, 2024",NA,4,287,2014.5,"misc",NA
2015,2016,"COK",0,NA,9,0,NA,"maternal",NA,TRUE,NA,"Country Consultation [Cook Islands]",NA,NA,NA,"Data provided during Country Consultation, Cook Islands, 2024",NA,4,280,2015.5,"misc",NA
2016,2017,"COK",0,NA,5,0,NA,"maternal",NA,TRUE,NA,"Country Consultation [Cook Islands]",NA,NA,NA,"Data provided during Country Consultation, Cook Islands, 2024",NA,4,274,2016.5,"misc",NA
2017,2018,"COK",0,NA,5,0,NA,"maternal",NA,TRUE,NA,"Country Consultation [Cook Islands]",NA,NA,NA,"Data provided during Country Consultation, Cook Islands, 2024",NA,4,270,2017.5,"misc",NA
2018,2019,"COK",0,NA,3,0,NA,"maternal",NA,TRUE,NA,"Country Consultation [Cook Islands]",NA,NA,NA,"Data provided during Country Consultation, Cook Islands, 2024",NA,4,258,2018.5,"misc",NA
2019,2020,"COK",0,NA,3,0,NA,"maternal",NA,TRUE,NA,"Country Consultation [Cook Islands]",NA,NA,NA,"Data provided during Country Consultation, Cook Islands, 2024",NA,4,244,2019.5,"misc",NA
2020,2021,"COK",0,NA,3,0,NA,"maternal",NA,TRUE,NA,"Country Consultation [Cook Islands]",NA,NA,NA,"Data provided during Country Consultation, Cook Islands, 2024",NA,3,229,2020.5,"misc",NA
2021,2022,"COK",0,NA,7,0,0,"maternal",206,TRUE,NA,"NHB,2023",NA,NA,NA,"National Health Bulletin 2021-2023",NA,3,214,2021.5,"misc",NA
2022,2023,"COK",0,NA,1,0,0,"maternal",229,TRUE,NA,"NHB,2023",NA,NA,NA,"National Health Bulletin 2021-2023",NA,3,197,2022.5,"misc",NA
2023,2024,"COK",0,NA,3,0,0,"maternal",205,TRUE,NA,"NHB,2023",NA,NA,NA,"National Health Bulletin 2021-2023",NA,2,178,2023.5,"misc",NA
2020,2021,"TTO",4,NA,NA,0.00745223786407767,26.7,"maternal",15000,TRUE,NA,"MNMMS, 2023",NA,NA,NA,"Directorate of Women’s Health, Ministry of Health, Government of the Republic of Trinidad and Tobago. Maternal and Neonatal Morbidity and Mortality Surveillance, 2019-2023",NA,618,17249,2020.5,"misc",NA
2021,2022,"TTO",9,NA,NA,0.0139292195121951,61.2,"maternal",14703,TRUE,NA,"MNMMS, 2023",NA,NA,NA,"Directorate of Women’s Health, Ministry of Health, Government of the Republic of Trinidad and Tobago. Maternal and Neonatal Morbidity and Mortality Surveillance, 2019-2023",NA,738,16797,2021.5,"misc",NA
2022,2023,"TTO",2,NA,NA,0.00403573505654281,15.2,"maternal",13124,TRUE,NA,"MNMMS, 2023",NA,NA,NA,"Directorate of Women’s Health, Ministry of Health, Government of the Republic of Trinidad and Tobago. Maternal and Neonatal Morbidity and Mortality Surveillance, 2019-2023",NA,619,16435,2022.5,"misc",NA
2023,2024,"TTO",1,NA,NA,0.00201821864951768,7.8,"maternal",12769,TRUE,NA,"MNMMS, 2023",NA,NA,NA,"Directorate of Women’s Health, Ministry of Health, Government of the Republic of Trinidad and Tobago. Maternal and Neonatal Morbidity and Mortality Surveillance, 2019-2023",NA,622,16094,2023.5,"misc",NA
2015,2015.25,"DZA",NA,NA,1060,0.0755369173330764,75.9,"maternal",109305,TRUE,NA,"CSN,2015",NA,NA,NA,"Couverture du système de notification des 
décès maternels, 2015",NA,2594.75,258233.75,2015.125,"misc",NA
2022,2023,"POL",5,NA,NA,NA,NA,"maternal",NA,TRUE,NA,"MME, 2023",NA,NA,NA,"Statistics Poland, Maternal mortality estimates 2000-2023",NA,6134,310232,2022.5,"misc",NA
2022,2023,"CHE",1,NA,NA,0.0013835323943662,1.2,"maternal",82371,TRUE,"Data included as CRVS","SCD, 2024",NA,NA,NA,"Office fédéral de la statistique, Statistique des causes de décès 2024",NA,710,81859,2022.5,"misc",NA
2023,2024,"CHE",2,NA,NA,0.00305481751824818,2.5,"maternal",80024,TRUE,"Data included as CRVS","SCD, 2025",NA,NA,NA,"Office fédéral de la statistique, Statistique des causes de décès 2024",NA,685,83702,2023.5,"misc",NA
2022,2023,"ESP",11,NA,4848,0.00226897689768977,NA,"maternal",NA,TRUE,"Data included as CRVS","Country consultation [Spain]",NA,NA,NA,"Data provided during Country Consultation, Spain, 2024",NA,4364.561727022,339675,2022.5,"misc",NA
2017,2018,"JAM",21,NA,NA,0.0196453444112879,61.0004066693778,"maternal",34426,TRUE,"Data included as CRVS","SIJDS, 2024",NA,NA,NA,"Statistical Institute of Jamaica, Demographic and social 2024",NA,1101,35458,2017.5,"misc",NA
2018,2019,"JAM",33,NA,NA,0.0297024063391528,96.4658423221959,"maternal",34209,TRUE,"Data included as CRVS","SIJDS, 2024",NA,NA,NA,"Statistical Institute of Jamaica, Demographic and social 2024",NA,1127,34701,2018.5,"misc",NA
2019,2020,"JAM",41,NA,NA,0.0352583654945458,117.606563019907,"maternal",34862,TRUE,"Data included as CRVS","SIJDS, 2024",NA,NA,NA,"Statistical Institute of Jamaica, Demographic and social 2024",NA,1146,34357,2019.5,"misc",NA
2020,2021,"JAM",40,NA,NA,0.0349181460306145,117.851565952683,"maternal",33941,TRUE,"Data included as CRVS","SIJDS, 2024",NA,NA,NA,"Statistical Institute of Jamaica, Demographic and social 2024",NA,1148,34014,2020.5,"misc",NA
2021,2022,"JAM",36,NA,NA,0.027367463933013,108.675964499185,"maternal",33126,TRUE,"Data included as CRVS","SIJDS, 2024",NA,NA,NA,"Statistical Institute of Jamaica, Demographic and social 2024",NA,1347,33921,2021.5,"misc",NA
2023,2024,"ECU",95,NA,4613,0.0205939735530024,35.6210816810151,"maternal",266696,TRUE,"Data included as CRVS","Country Consultation [Ecuador], 2024",NA,NA,NA,"Preliminary data provided during country consultation, Ecuador, 2024",NA,4965,270300,2023.5,"misc",NA
2022,2023,"KOR",21,NA,6797,0.00308959835221421,NA,"maternal",NA,TRUE,NA,"STMMD, 2023",NA,NA,NA,"Statistics Korea, Maternal Mortality Data 2013-2023",NA,5531,256588,2022.5,"misc",NA
2023,2024,"KOR",23,NA,6471,0.00355431927059187,NA,"maternal",NA,TRUE,NA,"STMMD, 2024",NA,NA,NA,"Statistics Korea, Maternal Mortality Data 2013-2023",NA,2654,236394,2023.5,"misc",NA
2023,2024,"IRQ",300,NA,8194,0.0366121552355382,29.6,"maternal",1012479,TRUE,NA,"ASR, 2023",NA,NA,NA,"ANNUAL STATISTICAL REPORT, Ministry of Health, Republic of Iraq 2023",NA,14211,1159682,2023.5,"misc",NA
2023,2024,"CHL",21,NA,4931,0.00425877104035693,NA,"maternal",NA,TRUE,NA,"Country Consultation [Chile]",NA,NA,NA,"Data provided during Country Consultation, Chile, 2024",NA,3661,176196,2023.5,"misc",NA
2023,2024,"CAN",33,NA,NA,0.00607859782016349,9.38,"maternal",NA,TRUE,"Data included as CRVS","Country Consultation [Canada]",NA,NA,NA,"CRVS provided during country consultation, Canada, 2024",NA,5505,356745,2023.5,"misc",NA
2021,2022,"BHR",1,NA,289,0.00346020761245675,11.4560659869401,"maternal",8729,TRUE,"Data included as CRVS","Country Consultation [Bahrain]",NA,NA,NA,"CRVS provided during country consultation, Bahrain, 2024",NA,237,19586,2021.5,"misc",NA
2022,2023,"BHR",3,NA,189,0.0158730158730159,34.3721356553621,"maternal",8728,TRUE,"Data included as CRVS","Country Consultation [Bahrain]",NA,NA,NA,"CRVS provided during country consultation, Bahrain, 2024",NA,190,20367,2022.5,"misc",NA
2023,2024,"BHR",0,NA,184,0,0,"maternal",8522,TRUE,"Data included as CRVS","Country Consultation [Bahrain]",NA,NA,NA,"CRVS provided during country consultation, Bahrain, 2024",NA,201,19558,2023.5,"misc",NA
2004,2005,"PRT",9,NA,NA,0.00431362638420799,8.2,"maternal",NA,TRUE,NA,"Country Consultation [Portugal]",NA,NA,NA,"Statistics Portugal, Mortality by causes of death, 2024",NA,2077,109261,2004.5,"misc",NA
2005,2006,"PRT",3,NA,NA,0.00141536705202312,2.7,"maternal",NA,TRUE,NA,"Country Consultation [Portugal]",NA,NA,NA,"Statistics Portugal, Mortality by causes of death, 2024",NA,2076,108826,2005.5,"misc",NA
2006,2007,"PRT",6,NA,NA,0.00260797943037975,4.7,"maternal",NA,TRUE,NA,"Country Consultation [Portugal]",NA,NA,NA,"Statistics Portugal, Mortality by causes of death, 2024",NA,1896,105207,2006.5,"misc",NA
2020,2021,"PRT",17,NA,NA,0.0122239080962801,20.1,"maternal",NA,TRUE,NA,"Country Consultation [Portugal]",NA,NA,NA,"Statistics Portugal, Mortality by causes of death, 2024",NA,1371,83378,2020.5,"misc",NA
2021,2022,"PRT",7,NA,NA,0.00482506478873239,8.8,"maternal",NA,TRUE,NA,"Country Consultation [Portugal]",NA,NA,NA,"Statistics Portugal, Mortality by causes of death, 2024",NA,1420,77859,2021.5,"misc",NA
2022,2023,"PRT",11,NA,NA,0.0078283408929837,13.1,"maternal",NA,TRUE,"Data included as CRVS","Country Consultation [Portugal]",NA,NA,NA,"Statistics Portugal, Mortality by causes of death, 2024",NA,1411,84319,2022.5,"misc",NA
2009.5,2015.5,"BFA",82,NA,455,0.18021978021978,330,"maternal",NA,TRUE,NA,"EMDS 2015",NA,NA,NA,"Institut national de la statistique et de la démographie (INSD). Enquête module démographie et sante 2015  rapport d’analyse : INSD, Burkina Faso ; 2016.","Survey provided during CC 2024.",104426.5,4337919.5,2012.5,"misc",NA
2023,2024,"ESP",11,NA,4630,0.00237580993520518,NA,"maternal",NA,TRUE,"Data included as CRVS","Country consultation [Spain]",NA,NA,NA,"Data provided during Country Consultation, Spain, 2024",NA,4159,336821,2023.5,"misc",NA
